FID_,ID,Z
,0001,0.000000000000000
,0002,45.369999999999997
,0003,0.000000000000000
,0004,11.570000000000000
,0005,14.000000000000000
,0006,67.000000000000000
,0007,0.000000000000000
,0008,89.780000000000001
,0009,15.250000000000000
,0010,85.500000000000000
,0011,3.250000000000000
,0012,0.210000000000000
,0013,50.570000000000000
,0014,18.750000000000000
,0015,539.250000000000000
,0016,45.500000000000000
,0017,143.680000000000010
,0018,2.000000000000000
,0019,34.500000000000000
,0020,244.500000000000000
,0021,166.250000000000000
,0022,180.970000000000000
,0023,67.849999999999994
,0024,288.000000000000000
,0025,113.000000000000000
,0026,362.750000000000000
,0027,2.000000000000000
,0028,233.180000000000010
,0029,735.500000000000000
,0030,255.250000000000000
,0031,340.500000000000000
,0032,91.079999999999998
,0033,89.079999999999998
,0034,258.250000000000000
,0035,147.000000000000000
,0036,504.250000000000000
,0037,42.500000000000000
,0038,18.719999999999999
,0039,130.750000000000000
,0040,577.250000000000000
,0041,790.500000000000000
,0042,221.750000000000000
,0043,115.790000000000010
,0044,55.060000000000002
,0045,674.750000000000000
,0046,329.000000000000000
,0047,679.250000000000000
,0048,455.250000000000000
,0049,109.010000000000010
,0050,5.070000000000000
,0051,50.000000000000000
,0052,541.250000000000000
,0053,771.500000000000000
,0054,958.500000000000000
,0055,318.250000000000000
,0056,13.000000000000000
,0057,0.000000000000000
,0058,0.070000000000000
,0059,1.090000000000000
,0060,18.000000000000000
,0061,172.000000000000000
,0062,392.000000000000000
,0063,1302.500000000000000
,0064,1044.250000000000000
,0065,607.000000000000000
,0066,524.750000000000000
,0067,0.000000000000000
,0068,0.690000000000000
,0069,1.000000000000000
,0070,5.500000000000000
,0071,40.250000000000000
,0072,127.250000000000000
,0073,184.000000000000000
,0074,984.250000000000000
,0075,1079.250000000000000
,0076,670.250000000000000
,0077,641.500000000000000
,0078,216.139999999999990
,0079,4.000000000000000
,0080,3.000000000000000
,0081,1.000000000000000
,0082,1.750000000000000
,0083,11.500000000000000
,0084,34.750000000000000
,0085,599.000000000000000
,0086,1161.500000000000000
,0087,1075.500000000000000
,0088,1413.750000000000000
,0089,668.500000000000000
,0090,651.000000000000000
,0091,384.250000000000000
,0092,0.000000000000000
,0093,5.000000000000000
,0094,3.250000000000000
,0095,7.000000000000000
,0096,5.500000000000000
,0097,4.750000000000000
,0098,17.000000000000000
,0099,49.500000000000000
,0100,175.750000000000000
,0101,253.250000000000000
,0102,1395.250000000000000
,0103,955.250000000000000
,0104,613.750000000000000
,0105,678.500000000000000
,0106,158.000000000000000
,0107,0.000000000000000
,0108,0.000000000000000
,0109,6.000000000000000
,0110,32.250000000000000
,0111,5.000000000000000
,0112,9.000000000000000
,0113,12.500000000000000
,0114,27.250000000000000
,0115,247.500000000000000
,0116,483.000000000000000
,0117,2112.750000000000000
,0118,1223.000000000000000
,0119,674.000000000000000
,0120,213.250000000000000
,0121,776.000000000000000
,0122,92.250000000000000
,0123,0.000000000000000
,0124,8.760000000000000
,0125,2.750000000000000
,0126,10.750000000000000
,0127,14.000000000000000
,0128,14.500000000000000
,0129,15.500000000000000
,0130,18.250000000000000
,0131,23.750000000000000
,0132,181.000000000000000
,0133,812.500000000000000
,0134,1890.000000000000000
,0135,1399.750000000000000
,0136,785.500000000000000
,0137,1307.750000000000000
,0138,1134.500000000000000
,0139,528.250000000000000
,0140,0.000000000000000
,0141,72.659999999999997
,0142,5.500000000000000
,0143,15.750000000000000
,0144,59.250000000000000
,0145,19.000000000000000
,0146,24.250000000000000
,0147,30.750000000000000
,0148,51.250000000000000
,0149,460.250000000000000
,0150,955.000000000000000
,0151,923.000000000000000
,0152,2142.750000000000000
,0153,1305.750000000000000
,0154,1198.250000000000000
,0155,971.750000000000000
,0156,830.250000000000000
,0157,6.750000000000000
,0158,0.000000000000000
,0159,2.000000000000000
,0160,15.250000000000000
,0161,20.000000000000000
,0162,115.500000000000000
,0163,21.250000000000000
,0164,30.250000000000000
,0165,42.500000000000000
,0166,72.750000000000000
,0167,107.500000000000000
,0168,735.750000000000000
,0169,1538.250000000000000
,0170,1490.250000000000000
,0171,1556.250000000000000
,0172,1888.500000000000000
,0173,1043.000000000000000
,0174,854.000000000000000
,0175,114.500000000000000
,0176,16.000000000000000
,0177,0.000000000000000
,0178,9.330000000000000
,0179,6.000000000000000
,0180,20.750000000000000
,0181,109.500000000000000
,0182,31.000000000000000
,0183,32.750000000000000
,0184,42.000000000000000
,0185,65.000000000000000
,0186,210.000000000000000
,0187,667.500000000000000
,0188,671.250000000000000
,0189,1197.500000000000000
,0190,1111.250000000000000
,0191,1778.500000000000000
,0192,1194.250000000000000
,0193,848.000000000000000
,0194,438.000000000000000
,0195,66.250000000000000
,0196,17.500000000000000
,0197,2.000000000000000
,0198,0.000000000000000
,0199,8.000000000000000
,0200,6.250000000000000
,0201,36.250000000000000
,0202,71.250000000000000
,0203,119.750000000000000
,0204,35.500000000000000
,0205,47.500000000000000
,0206,66.500000000000000
,0207,253.750000000000000
,0208,589.000000000000000
,0209,1394.750000000000000
,0210,1377.750000000000000
,0211,1350.500000000000000
,0212,1911.000000000000000
,0213,1583.000000000000000
,0214,1275.750000000000000
,0215,894.250000000000000
,0216,121.250000000000000
,0217,48.750000000000000
,0218,51.250000000000000
,0219,0.000000000000000
,0220,1.750000000000000
,0221,16.000000000000000
,0222,3.500000000000000
,0223,198.250000000000000
,0224,64.250000000000000
,0225,226.250000000000000
,0226,37.000000000000000
,0227,61.000000000000000
,0228,93.250000000000000
,0229,258.500000000000000
,0230,802.000000000000000
,0231,1466.750000000000000
,0232,2146.500000000000000
,0233,1503.500000000000000
,0234,1338.250000000000000
,0235,1205.000000000000000
,0236,1189.500000000000000
,0237,1182.500000000000000
,0238,252.500000000000000
,0239,62.750000000000000
,0240,59.000000000000000
,0241,0.000000000000000
,0242,1.000000000000000
,0243,15.250000000000000
,0244,16.500000000000000
,0245,9.000000000000000
,0246,46.250000000000000
,0247,112.000000000000000
,0248,48.500000000000000
,0249,45.250000000000000
,0250,188.250000000000000
,0251,146.500000000000000
,0252,489.000000000000000
,0253,889.000000000000000
,0254,1932.500000000000000
,0255,2296.750000000000000
,0256,2052.000000000000000
,0257,1084.750000000000000
,0258,1411.750000000000000
,0259,1123.000000000000000
,0260,350.500000000000000
,0261,111.750000000000000
,0262,841.000000000000000
,0263,103.000000000000000
,0264,0.000000000000000
,0265,0.000000000000000
,0266,5.000000000000000
,0267,9.500000000000000
,0268,25.250000000000000
,0269,47.250000000000000
,0270,42.750000000000000
,0271,78.250000000000000
,0272,102.750000000000000
,0273,455.750000000000000
,0274,174.750000000000000
,0275,245.000000000000000
,0276,794.250000000000000
,0277,842.000000000000000
,0278,1515.250000000000000
,0279,1842.750000000000000
,0280,1215.750000000000000
,0281,1694.000000000000000
,0282,1809.500000000000000
,0283,1476.250000000000000
,0284,913.250000000000000
,0285,249.750000000000000
,0286,301.250000000000000
,0287,308.000000000000000
,0288,33.250000000000000
,0289,0.000000000000000
,0290,1.960000000000000
,0291,18.750000000000000
,0292,5.000000000000000
,0293,18.500000000000000
,0294,56.750000000000000
,0295,143.250000000000000
,0296,148.000000000000000
,0297,95.250000000000000
,0298,117.000000000000000
,0299,353.750000000000000
,0300,220.500000000000000
,0301,1080.500000000000000
,0302,703.000000000000000
,0303,1403.750000000000000
,0304,2548.500000000000000
,0305,1463.500000000000000
,0306,1838.500000000000000
,0307,2302.500000000000000
,0308,1120.250000000000000
,0309,744.750000000000000
,0310,367.250000000000000
,0311,290.750000000000000
,0312,347.250000000000000
,0313,234.000000000000000
,0314,0.000000000000000
,0315,1.780000000000000
,0316,1.000000000000000
,0317,0.000000000000000
,0318,3.250000000000000
,0319,17.000000000000000
,0320,14.750000000000000
,0321,46.500000000000000
,0322,63.500000000000000
,0323,54.500000000000000
,0324,421.000000000000000
,0325,235.500000000000000
,0326,396.500000000000000
,0327,492.500000000000000
,0328,764.250000000000000
,0329,1334.250000000000000
,0330,833.750000000000000
,0331,1818.500000000000000
,0332,2859.000000000000000
,0333,2523.500000000000000
,0334,2100.750000000000000
,0335,1205.000000000000000
,0336,1689.750000000000000
,0337,811.000000000000000
,0338,220.500000000000000
,0339,822.750000000000000
,0340,111.750000000000000
,0341,63.000000000000000
,0342,0.000000000000000
,0343,2.000000000000000
,0344,2.000000000000000
,0345,2.000000000000000
,0346,3.500000000000000
,0347,3.250000000000000
,0348,10.750000000000000
,0349,41.000000000000000
,0350,53.250000000000000
,0351,78.500000000000000
,0352,85.500000000000000
,0353,300.000000000000000
,0354,350.500000000000000
,0355,586.750000000000000
,0356,496.500000000000000
,0357,1179.750000000000000
,0358,1303.500000000000000
,0359,1982.250000000000000
,0360,3017.750000000000000
,0361,2679.750000000000000
,0362,2758.000000000000000
,0363,1903.500000000000000
,0364,1456.500000000000000
,0365,1245.500000000000000
,0366,253.000000000000000
,0367,371.750000000000000
,0368,347.750000000000000
,0369,764.000000000000000
,0370,0.000000000000000
,0371,1.000000000000000
,0372,0.000000000000000
,0373,3.000000000000000
,0374,4.000000000000000
,0375,3.500000000000000
,0376,11.000000000000000
,0377,8.000000000000000
,0378,41.250000000000000
,0379,39.750000000000000
,0380,121.000000000000000
,0381,457.000000000000000
,0382,399.500000000000000
,0383,728.500000000000000
,0384,710.500000000000000
,0385,1221.750000000000000
,0386,953.000000000000000
,0387,1438.250000000000000
,0388,2896.750000000000000
